industry,vintage,tp_1993,tp_1994q1,tp_1994q2,tp_1994q3,tp_1994q4,tp_1994,tp_1995q1,tp_1995q2,tp_1995q3,tp_1995q4,tp_1995,tp_1996q1,tp_1996q2,tp_1996q3,tp_1996q4,tp_1996,tp_1997q1,tp_1997q2,tp_1997q3,tp_1997q4,tp_1997,tp_1998q1,tp_1998q2,tp_1998q3,tp_1998q4,tp_1998,tp_1999q1,tp_1999q2,tp_1999q3,tp_1999q4,tp_1999,tp_2000q1,tp_2000q2,tp_2000q3,tp_2000q4,tp_2000,tp_2001q1,tp_2001q2,tp_2001q3,tp_2001q4,tp_2001,tp_2002q1,tp_2002q2,tp_2002q3,tp_2002q4,tp_2002,tp_2003q1,tp_2003q2,tp_2003q3,tp_2003q4,tp_2003,tp_2004q1,tp_2004q2,tp_2004q3,tp_2004q4,tp_2004,tp_2005q1,tp_2005q2,tp_2005q3,tp_2005q4,tp_2005,tp_2006q1,tp_2006q2,tp_2006q3,tp_2006q4,tp_2006,tp_2007q1,tp_2007q2,tp_2007q3,tp_2007q4,tp_2007,tp_2008q1,tp_2008q2,tp_2008q3,tp_2008q4,tp_2008,tp_2009q1,tp_2009q2,tp_2009q3,tp_2009q4,tp_2009,tp_2010q1,tp_2010q2,tp_2010q3,tp_2010q4,tp_2010,tp_2011q1,tp_2011q2,tp_2011q3,tp_2011q4,tp_2011,tp_2012q1,tp_2012q2,tp_2012q3,tp_2012q4,tp_2012,tp_2013q1,tp_2013q2,tp_2013q3,tp_2013q4,tp_2013,tp_2014q1,tp_2014q2,tp_2014q3,tp_2014q4,tp_2014,tp_2015q1,tp_2015q2,tp_2015q3,tp_2015q4,tp_2015,tp_2016q1,tp_2016q2,tp_2016q3,tp_2016q4,tp_2016,tp_2017q1,tp_2017q2,tp_2017q3,tp_2017q4,tp_2017,tp_2018q1,tp_2018q2,tp_2018q3,tp_2018q4,tp_2018,tp_2019q1,tp_2019q2,tp_2019q3,tp_2019q4,tp_2019,tp_2020q1,tp_2020q2,tp_2020q3,tp_2020q4,tp_2020,tp_2021q1,tp_2021q2,tp_2021q3,tp_2021q4,tp_2021,tp_2022q1,tp_2022q2,tp_2022q3,tp_2022q4,tp_2022,tp_2023q1,tp_2023q2,tp_2023q3,tp_2023q4,tp_2023,tp_2024q1
agriculture,2020m7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.3,6.7,4.9,7.8,4.9,1.9,1.3,5.3,3.2,2.9,,,,,,,,,,,,,,,,,,,,
fishing,2020m7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,34.2,16.1,168.1,47.7,-25.9,-32.7,11.7,-30.7,-25.9,-15.3,,,,,,,,,,,,,,,,,,,,
mining,2020m7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.8,-3.0,-2.2,-1.5,-0.5,-2.3,0.3,2.1,0.0,-5.2,,,,,,,,,,,,,,,,,,,,
manufacturing,2020m7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,10.7,1.9,10.3,5.9,-1.0,-6.9,4.0,-2.3,-1.7,-9.6,,,,,,,,,,,,,,,,,,,,
electricity,2020m7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,5.0,3.9,6.3,4.4,5.9,3.8,3.6,2.4,3.9,-2.1,,,,,,,,,,,,,,,,,,,,
construction,2020m7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,7.0,1.1,8.1,5.3,2.3,7.5,3.3,-4.6,1.5,-13.0,,,,,,,,,,,,,,,,,,,,
commerce,2020m7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.2,2.2,2.5,2.6,2.4,2.7,3.3,3.6,3.0,-6.2,,,,,,,,,,,,,,,,,,,,
services,2020m7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.2,3.9,4.3,4.4,4.0,3.8,4.0,3.4,3.8,-0.5,,,,,,,,,,,,,,,,,,,,
gdp,2020m7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,5.6,2.5,4.6,4.0,2.4,1.2,3.2,1.8,2.2,-3.4,,,,,,,,,,,,,,,,,,,,
agriculture,2020m8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.3,6.7,4.9,7.8,5.3,2.1,1.0,6.1,3.4,3.6,1.0,,,,,,,,,,,,,,,,,,,
fishing,2020m8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,34.2,16.1,168.1,47.7,-25.9,-32.7,11.7,-30.7,-25.9,-15.3,-15.7,,,,,,,,,,,,,,,,,,,
mining,2020m8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.8,-3.0,-2.2,-1.5,-0.5,-2.3,0.3,2.1,0.0,-5.2,-34.3,,,,,,,,,,,,,,,,,,,
manufacturing,2020m8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,10.7,1.9,10.3,5.9,-1.0,-6.9,4.0,-2.3,-1.7,-9.6,-34.0,,,,,,,,,,,,,,,,,,,
electricity,2020m8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,5.0,3.9,6.3,4.4,5.9,3.8,3.6,2.4,3.9,-2.1,-19.4,,,,,,,,,,,,,,,,,,,
construction,2020m8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,7.0,1.1,8.1,5.3,2.3,7.5,3.3,-4.6,1.5,-12.9,-67.0,,,,,,,,,,,,,,,,,,,
commerce,2020m8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.2,2.2,2.5,2.6,2.4,2.7,3.3,3.6,3.0,-6.1,-47.5,,,,,,,,,,,,,,,,,,,
services,2020m8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.2,3.9,4.3,4.4,4.0,3.7,4.0,3.4,3.8,-0.8,-25.5,,,,,,,,,,,,,,,,,,,
gdp,2020m8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,5.6,2.5,4.6,4.0,2.5,1.2,3.2,1.8,2.2,-3.5,-30.2,,,,,,,,,,,,,,,,,,,
agriculture,2020m9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.3,6.7,4.9,7.8,5.3,2.1,1.0,6.1,3.4,3.6,1.0,,,,,,,,,,,,,,,,,,,
fishing,2020m9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,34.2,16.1,168.1,47.7,-25.9,-32.7,11.7,-30.7,-25.9,-15.3,-15.7,,,,,,,,,,,,,,,,,,,
mining,2020m9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.8,-3.0,-2.2,-1.5,-0.5,-2.3,0.3,2.1,0.0,-5.2,-34.3,,,,,,,,,,,,,,,,,,,
manufacturing,2020m9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,10.7,1.9,10.3,5.9,-1.0,-6.9,4.0,-2.3,-1.7,-9.6,-34.0,,,,,,,,,,,,,,,,,,,
electricity,2020m9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,5.0,3.9,6.3,4.4,5.9,3.8,3.6,2.4,3.9,-2.1,-19.4,,,,,,,,,,,,,,,,,,,
construction,2020m9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,7.0,1.1,8.1,5.3,2.3,7.5,3.3,-4.6,1.5,-12.9,-67.0,,,,,,,,,,,,,,,,,,,
commerce,2020m9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.2,2.2,2.5,2.6,2.4,2.7,3.3,3.6,3.0,-6.1,-47.5,,,,,,,,,,,,,,,,,,,
services,2020m9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.2,3.9,4.3,4.4,4.0,3.7,4.0,3.4,3.8,-0.8,-25.5,,,,,,,,,,,,,,,,,,,
gdp,2020m9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,5.6,2.5,4.6,4.0,2.5,1.2,3.2,1.8,2.2,-3.5,-30.2,,,,,,,,,,,,,,,,,,,
agriculture,2020m10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.3,6.7,4.9,7.8,5.3,2.1,1.0,6.1,3.4,3.6,1.0,,,,,,,,,,,,,,,,,,,
fishing,2020m10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,34.2,16.1,168.1,47.7,-25.9,-32.7,11.7,-30.7,-25.9,-15.3,-15.7,,,,,,,,,,,,,,,,,,,
mining,2020m10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,-0.8,-3.0,-2.2,-1.5,-0.5,-2.3,0.3,2.1,0.0,-5.2,-34.3,,,,,,,,,,,,,,,,,,,
manufacturing,2020m10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,10.7,1.9,10.3,5.9,-1.0,-6.9,4.0,-2.3,-1.7,-9.6,-34.0,,,,,,,,,,,,,,,,,,,
electricity,2020m10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,5.0,3.9,6.3,4.4,5.9,3.8,3.6,2.4,3.9,-2.1,-19.4,,,,,,,,,,,,,,,,,,,
construction,2020m10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,7.0,1.1,8.1,5.3,2.3,7.5,3.3,-4.6,1.5,-12.9,-67.0,,,,,,,,,,,,,,,,,,,
commerce,2020m10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.2,2.2,2.5,2.6,2.4,2.7,3.3,3.6,3.0,-6.1,-47.5,,,,,,,,,,,,,,,,,,,
services,2020m10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.2,3.9,4.3,4.4,4.0,3.7,4.0,3.4,3.8,-0.8,-25.5,,,,,,,,,,,,,,,,,,,
gdp,2020m10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,5.6,2.5,4.6,4.0,2.5,1.2,3.2,1.8,2.2,-3.5,-30.2,,,,,,,,,,,,,,,,,,,
agriculture,2020m11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,4.5,2.8,7.0,11.3,6.7,4.9,7.8,5.3,2.1,0.9,6.0,3.4,3.5,2.8,-4.4,,,,,,,,,,,,,,,,,,
fishing,2020m11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.8,-51.5,4.7,13.8,34.2,16.1,168.1,47.7,-25.9,-32.7,11.7,-30.7,-25.9,-15.3,-15.7,14.7,,,,,,,,,,,,,,,,,,
mining,2020m11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,2.9,3.4,0.2,-0.8,-3.0,-2.2,-1.5,-0.5,-2.3,0.3,2.1,0.0,-5.3,-34.1,-9.8,,,,,,,,,,,,,,,,,,
manufacturing,2020m11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,-5.3,-0.2,0.5,10.7,1.9,10.3,5.9,-1.0,-6.9,4.0,-2.3,-1.7,-8.9,-34.4,-9.9,,,,,,,,,,,,,,,,,,
electricity,2020m11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.2,1.1,2.3,5.0,3.9,6.3,4.4,5.9,3.8,3.7,2.4,3.9,-2.0,-19.4,-3.1,,,,,,,,,,,,,,,,,,
construction,2020m11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,9.0,2.1,4.5,7.0,1.1,8.1,5.3,2.3,7.5,3.3,-4.6,1.5,-12.9,-66.3,-4.9,,,,,,,,,,,,,,,,,,
commerce,2020m11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.7,1.0,2.7,3.2,2.2,2.5,2.6,2.4,2.7,3.3,3.6,3.0,-6.1,-47.4,-8.2,,,,,,,,,,,,,,,,,,
services,2020m11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.8,3.3,4.1,5.2,3.9,4.3,4.4,4.0,3.7,4.0,3.4,3.8,-0.9,-24.9,-10.9,,,,,,,,,,,,,,,,,,
gdp,2020m11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.3,2.5,3.1,5.6,2.5,4.6,4.0,2.5,1.2,3.2,1.8,2.2,-3.5,-29.8,-9.4,,,,,,,,,,,,,,,,,,
agriculture,2020m12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,4.5,2.8,7.0,11.3,6.7,4.9,7.8,5.3,2.1,0.9,6.0,3.4,3.5,2.8,-4.4,,,,,,,,,,,,,,,,,,
fishing,2020m12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.8,-51.5,4.7,13.8,34.2,16.1,168.1,47.7,-25.9,-32.7,11.7,-30.7,-25.9,-15.3,-15.7,14.7,,,,,,,,,,,,,,,,,,
mining,2020m12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,2.9,3.4,0.2,-0.8,-3.0,-2.2,-1.5,-0.5,-2.3,0.3,2.1,0.0,-5.3,-34.1,-9.8,,,,,,,,,,,,,,,,,,
manufacturing,2020m12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,-5.3,-0.2,0.5,10.7,1.9,10.3,5.9,-1.0,-6.9,4.0,-2.3,-1.7,-8.9,-34.4,-9.9,,,,,,,,,,,,,,,,,,
electricity,2020m12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.2,1.1,2.3,5.0,3.9,6.3,4.4,5.9,3.8,3.7,2.4,3.9,-2.0,-19.4,-3.1,,,,,,,,,,,,,,,,,,
construction,2020m12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,9.0,2.1,4.5,7.0,1.1,8.1,5.3,2.3,7.5,3.3,-4.6,1.5,-12.9,-66.3,-4.9,,,,,,,,,,,,,,,,,,
commerce,2020m12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.7,1.0,2.7,3.2,2.2,2.5,2.6,2.4,2.7,3.3,3.6,3.0,-6.1,-47.4,-8.2,,,,,,,,,,,,,,,,,,
services,2020m12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.8,3.3,4.1,5.2,3.9,4.3,4.4,4.0,3.7,4.0,3.4,3.8,-0.9,-24.9,-10.9,,,,,,,,,,,,,,,,,,
gdp,2020m12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.3,2.5,3.1,5.6,2.5,4.6,4.0,2.5,1.2,3.2,1.8,2.2,-3.5,-29.8,-9.4,,,,,,,,,,,,,,,,,,
agriculture,2021m1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,4.5,2.8,7.0,11.3,6.7,4.9,7.8,5.3,2.1,0.9,6.0,3.4,3.5,2.8,-4.4,,,,,,,,,,,,,,,,,,
fishing,2021m1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.8,-51.5,4.7,13.8,34.2,16.1,168.1,47.7,-25.9,-32.7,11.7,-30.7,-25.9,-15.3,-15.7,14.7,,,,,,,,,,,,,,,,,,
mining,2021m1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,2.9,3.4,0.2,-0.8,-3.0,-2.2,-1.5,-0.5,-2.3,0.3,2.1,0.0,-5.3,-34.1,-9.8,,,,,,,,,,,,,,,,,,
manufacturing,2021m1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7,-5.3,-0.2,0.5,10.7,1.9,10.3,5.9,-1.0,-6.9,4.0,-2.3,-1.7,-8.9,-34.4,-9.9,,,,,,,,,,,,,,,,,,
electricity,2021m1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.2,1.1,2.3,5.0,3.9,6.3,4.4,5.9,3.8,3.7,2.4,3.9,-2.0,-19.4,-3.1,,,,,,,,,,,,,,,,,,
construction,2021m1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,9.0,2.1,4.5,7.0,1.1,8.1,5.3,2.3,7.5,3.3,-4.6,1.5,-12.9,-66.3,-4.9,,,,,,,,,,,,,,,,,,
commerce,2021m1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.7,1.0,2.7,3.2,2.2,2.5,2.6,2.4,2.7,3.3,3.6,3.0,-6.1,-47.4,-8.2,,,,,,,,,,,,,,,,,,
services,2021m1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,3.8,3.3,4.1,5.2,3.9,4.3,4.4,4.0,3.7,4.0,3.4,3.8,-0.9,-24.9,-10.9,,,,,,,,,,,,,,,,,,
